chknum,jobid,chksiz[bytes],chkdur[ms]
482,6ebe01b255df199949f60a281a0fed3e,391046606,527
483,6ebe01b255df199949f60a281a0fed3e,391858302,571
484,6ebe01b255df199949f60a281a0fed3e,392670008,623
485,6ebe01b255df199949f60a281a0fed3e,393481732,634
486,6ebe01b255df199949f60a281a0fed3e,394293478,626
487,6ebe01b255df199949f60a281a0fed3e,395145740,650
488,6ebe01b255df199949f60a281a0fed3e,395916852,592
489,6ebe01b255df199949f60a281a0fed3e,396728518,694
490,6ebe01b255df199949f60a281a0fed3e,397540180,650
491,6ebe01b255df199949f60a281a0fed3e,398351910,686
492,6ebe01b255df199949f60a281a0fed3e,399265018,660
493,6ebe01b255df199949f60a281a0fed3e,400076726,705
494,6ebe01b255df199949f60a281a0fed3e,400786950,670
495,6ebe01b255df199949f60a281a0fed3e,401598676,658
496,6ebe01b255df199949f60a281a0fed3e,402410396,697
497,6ebe01b255df199949f60a281a0fed3e,403222162,683
498,6ebe01b255df199949f60a281a0fed3e,404033866,711
499,6ebe01b255df199949f60a281a0fed3e,404865816,762
500,6ebe01b255df199949f60a281a0fed3e,405657212,714
501,6ebe01b255df199949f60a281a0fed3e,406468940,714
502,6ebe01b255df199949f60a281a0fed3e,407280658,800
503,6ebe01b255df199949f60a281a0fed3e,408275008,862
504,6ebe01b255df199949f60a281a0fed3e,409127266,808
505,6ebe01b255df199949f60a281a0fed3e,409736128,218
506,6ebe01b255df199949f60a281a0fed3e,410527540,779
507,6ebe01b255df199949f60a281a0fed3e,411339240,771
508,6ebe01b255df199949f60a281a0fed3e,412150894,851
509,6ebe01b255df199949f60a281a0fed3e,412962594,804
510,6ebe01b255df199949f60a281a0fed3e,413774272,812
511,6ebe01b255df199949f60a281a0fed3e,414626560,1027
512,6ebe01b255df199949f60a281a0fed3e,415418014,1040
513,6ebe01b255df199949f60a281a0fed3e,416351486,1027
514,6ebe01b255df199949f60a281a0fed3e,417427012,965
515,6ebe01b255df199949f60a281a0fed3e,418238716,1094
516,6ebe01b255df199949f60a281a0fed3e,419050432,595
517,6ebe01b255df199949f60a281a0fed3e,419659228,1443
518,6ebe01b255df199949f60a281a0fed3e,420633252,1735
519,6ebe01b255df199949f60a281a0fed3e,421688454,1598
520,6ebe01b255df199949f60a281a0fed3e,422459592,1685
521,6ebe01b255df199949f60a281a0fed3e,423433636,1736
522,6ebe01b255df199949f60a281a0fed3e,424407658,1967
523,6ebe01b255df199949f60a281a0fed3e,425402004,1942
524,6ebe01b255df199949f60a281a0fed3e,426376070,2056
525,6ebe01b255df199949f60a281a0fed3e,427816886,1847
526,6ebe01b255df199949f60a281a0fed3e,428567728,2052
527,6ebe01b255df199949f60a281a0fed3e,429582382,1995
528,6ebe01b255df199949f60a281a0fed3e,430556502,2418
529,6ebe01b255df199949f60a281a0fed3e,431652312,2530
530,6ebe01b255df199949f60a281a0fed3e,432687224,2770
531,6ebe01b255df199949f60a281a0fed3e,433823632,2593
532,6ebe01b255df199949f60a281a0fed3e,434878806,2670
533,6ebe01b255df199949f60a281a0fed3e,435974632,2599
534,6ebe01b255df199949f60a281a0fed3e,437050174,2662
535,6ebe01b255df199949f60a281a0fed3e,438145998,2838
536,6ebe01b255df199949f60a281a0fed3e,439302670,2706
537,6ebe01b255df199949f60a281a0fed3e,440418822,2707
538,6ebe01b255df199949f60a281a0fed3e,441534900,2741
539,6ebe01b255df199949f60a281a0fed3e,442651034,2741
540,6ebe01b255df199949f60a281a0fed3e,443763070,2710
541,6ebe01b255df199949f60a281a0fed3e,444879206,2615
542,6ebe01b255df199949f60a281a0fed3e,445954762,2552
543,6ebe01b255df199949f60a281a0fed3e,447009950,2493
544,6ebe01b255df199949f60a281a0fed3e,448024594,2504
545,6ebe01b255df199949f60a281a0fed3e,449059550,2734
546,6ebe01b255df199949f60a281a0fed3e,450195938,2738
547,6ebe01b255df199949f60a281a0fed3e,451312112,2651
548,6ebe01b255df199949f60a281a0fed3e,452407964,2680
549,6ebe01b255df199949f60a281a0fed3e,453503786,2583
550,6ebe01b255df199949f60a281a0fed3e,454559074,2615
551,6ebe01b255df199949f60a281a0fed3e,455634622,2657
552,6ebe01b255df199949f60a281a0fed3e,456730456,2551
553,6ebe01b255df199949f60a281a0fed3e,457765398,2568
554,6ebe01b255df199949f60a281a0fed3e,458820610,2788
555,6ebe01b255df199949f60a281a0fed3e,459977240,2832
556,6ebe01b255df199949f60a281a0fed3e,461133932,2761
557,6ebe01b255df199949f60a281a0fed3e,462270316,2798
558,6ebe01b255df199949f60a281a0fed3e,463487842,2534
559,6ebe01b255df199949f60a281a0fed3e,464522770,2528
560,6ebe01b255df199949f60a281a0fed3e,465557644,2528
561,6ebe01b255df199949f60a281a0fed3e,466592548,2575
562,6ebe01b255df199949f60a281a0fed3e,467647802,2512
563,6ebe01b255df199949f60a281a0fed3e,468682758,2560
564,6ebe01b255df199949f60a281a0fed3e,469738004,2644
565,6ebe01b255df199949f60a281a0fed3e,470833814,2664
566,6ebe01b255df199949f60a281a0fed3e,471929590,2772
567,6ebe01b255df199949f60a281a0fed3e,473065988,2728
568,6ebe01b255df199949f60a281a0fed3e,474182196,2742
569,6ebe01b255df199949f60a281a0fed3e,475318600,2632
570,6ebe01b255df199949f60a281a0fed3e,476394128,2622
571,6ebe01b255df199949f60a281a0fed3e,477469616,2622
572,6ebe01b255df199949f60a281a0fed3e,478545112,2651
573,6ebe01b255df199949f60a281a0fed3e,479640890,2735
574,6ebe01b255df199949f60a281a0fed3e,480756916,2814
575,6ebe01b255df199949f60a281a0fed3e,481913600,2653
576,6ebe01b255df199949f60a281a0fed3e,483009420,2655
577,6ebe01b255df199949f60a281a0fed3e,484105244,2646
578,6ebe01b255df199949f60a281a0fed3e,485201044,2684
579,6ebe01b255df199949f60a281a0fed3e,486296832,2655
580,6ebe01b255df199949f60a281a0fed3e,487615840,2608
581,6ebe01b255df199949f60a281a0fed3e,488691340,2645
582,6ebe01b255df199949f60a281a0fed3e,489766828,2619
583,6ebe01b255df199949f60a281a0fed3e,490842410,2621
584,6ebe01b255df199949f60a281a0fed3e,491917938,2619
585,6ebe01b255df199949f60a281a0fed3e,493013752,2622
586,6ebe01b255df199949f60a281a0fed3e,494089308,2609
587,6ebe01b255df199949f60a281a0fed3e,495164880,2718
588,6ebe01b255df199949f60a281a0fed3e,496280998,2785
589,6ebe01b255df199949f60a281a0fed3e,497417334,2937
590,6ebe01b255df199949f60a281a0fed3e,498634850,3085
591,6ebe01b255df199949f60a281a0fed3e,499893010,2980
592,6ebe01b255df199949f60a281a0fed3e,501130856,2989
593,6ebe01b255df199949f60a281a0fed3e,502348404,2779
594,6ebe01b255df199949f60a281a0fed3e,503484794,2750
595,6ebe01b255df199949f60a281a0fed3e,504621102,2769
596,6ebe01b255df199949f60a281a0fed3e,505757488,2786
597,6ebe01b255df199949f60a281a0fed3e,506893886,3059
598,6ebe01b255df199949f60a281a0fed3e,508152046,3074
599,6ebe01b255df199949f60a281a0fed3e,509430480,2811
600,6ebe01b255df199949f60a281a0fed3e,510566872,2792
601,6ebe01b255df199949f60a281a0fed3e,511743858,2653
602,6ebe01b255df199949f60a281a0fed3e,512819418,2571
603,6ebe01b255df199949f60a281a0fed3e,513874624,2556
604,6ebe01b255df199949f60a281a0fed3e,514929916,2628
605,6ebe01b255df199949f60a281a0fed3e,516025740,2610
606,6ebe01b255df199949f60a281a0fed3e,517081028,3159
607,6ebe01b255df199949f60a281a0fed3e,518379886,2920
608,6ebe01b255df199949f60a281a0fed3e,519577226,2667
609,6ebe01b255df199949f60a281a0fed3e,520693404,2871
610,6ebe01b255df199949f60a281a0fed3e,521870354,2662
611,6ebe01b255df199949f60a281a0fed3e,522966188,2644
612,6ebe01b255df199949f60a281a0fed3e,524041770,3108
613,6ebe01b255df199949f60a281a0fed3e,525320256,2974
614,6ebe01b255df199949f60a281a0fed3e,526537894,3145
615,6ebe01b255df199949f60a281a0fed3e,527836644,2698
616,6ebe01b255df199949f60a281a0fed3e,528952734,2681
617,6ebe01b255df199949f60a281a0fed3e,530048562,2682
618,6ebe01b255df199949f60a281a0fed3e,531164664,2730
619,6ebe01b255df199949f60a281a0fed3e,532341654,2872
620,6ebe01b255df199949f60a281a0fed3e,533518590,3026
621,6ebe01b255df199949f60a281a0fed3e,534756468,3103
622,6ebe01b255df199949f60a281a0fed3e,536034964,3179
623,6ebe01b255df199949f60a281a0fed3e,537333750,2722
624,6ebe01b255df199949f60a281a0fed3e,538449842,2722
625,6ebe01b255df199949f60a281a0fed3e,539586238,2722
626,6ebe01b255df199949f60a281a0fed3e,540702368,3063
627,6ebe01b255df199949f60a281a0fed3e,541960590,3246
628,6ebe01b255df199949f60a281a0fed3e,543299910,3246
629,6ebe01b255df199949f60a281a0fed3e,544618972,3258
630,6ebe01b255df199949f60a281a0fed3e,545958340,2830
631,6ebe01b255df199949f60a281a0fed3e,547135282,2781
632,6ebe01b255df199949f60a281a0fed3e,548271736,2741
633,6ebe01b255df199949f60a281a0fed3e,549387870,2921
634,6ebe01b255df199949f60a281a0fed3e,550605458,3325
635,6ebe01b255df199949f60a281a0fed3e,552005620,3286
636,6ebe01b255df199949f60a281a0fed3e,553365200,3254
637,6ebe01b255df199949f60a281a0fed3e,554704524,2796
638,6ebe01b255df199949f60a281a0fed3e,555840950,2780
639,6ebe01b255df199949f60a281a0fed3e,556997652,2740
640,6ebe01b255df199949f60a281a0fed3e,558113766,2964
641,6ebe01b255df199949f60a281a0fed3e,559331336,3210
642,6ebe01b255df199949f60a281a0fed3e,560650448,3209
643,6ebe01b255df199949f60a281a0fed3e,561969454,3389
644,6ebe01b255df199949f60a281a0fed3e,563369566,3057
645,6ebe01b255df199949f60a281a0fed3e,564627686,2840
646,6ebe01b255df199949f60a281a0fed3e,565906108,2748
647,6ebe01b255df199949f60a281a0fed3e,567042554,3209
648,6ebe01b255df199949f60a281a0fed3e,568361556,3301
649,6ebe01b255df199949f60a281a0fed3e,569721222,3369
650,6ebe01b255df199949f60a281a0fed3e,571101130,3448
651,6ebe01b255df199949f60a281a0fed3e,572521622,3387
652,6ebe01b255df199949f60a281a0fed3e,574104374,3157
653,6ebe01b255df199949f60a281a0fed3e,575403160,3246
654,6ebe01b255df199949f60a281a0fed3e,576742488,3230
655,6ebe01b255df199949f60a281a0fed3e,578081846,3388
656,6ebe01b255df199949f60a281a0fed3e,579461830,3451
657,6ebe01b255df199949f60a281a0fed3e,580882358,3046
658,6ebe01b255df199949f60a281a0fed3e,582160796,3404
659,6ebe01b255df199949f60a281a0fed3e,583561034,3532
660,6ebe01b255df199949f60a281a0fed3e,585022094,3568
661,6ebe01b255df199949f60a281a0fed3e,586483288,3607
662,6ebe01b255df199949f60a281a0fed3e,587964720,3596
663,6ebe01b255df199949f60a281a0fed3e,589425768,3209
664,6ebe01b255df199949f60a281a0fed3e,590744794,3460
665,6ebe01b255df199949f60a281a0fed3e,592165218,3616
666,6ebe01b255df199949f60a281a0fed3e,593666920,3612
667,6ebe01b255df199949f60a281a0fed3e,595148278,3667
668,6ebe01b255df199949f60a281a0fed3e,596649986,3662
669,6ebe01b255df199949f60a281a0fed3e,598151634,3234
670,6ebe01b255df199949f60a281a0fed3e,599470636,3287
671,6ebe01b255df199949f60a281a0fed3e,600830244,3394
672,6ebe01b255df199949f60a281a0fed3e,602230466,3714
673,6ebe01b255df199949f60a281a0fed3e,603752506,3663
674,6ebe01b255df199949f60a281a0fed3e,605254206,3729
675,6ebe01b255df199949f60a281a0fed3e,606999408,3219
676,6ebe01b255df199949f60a281a0fed3e,608318450,3319
677,6ebe01b255df199949f60a281a0fed3e,609678060,3551
678,6ebe01b255df199949f60a281a0fed3e,611139158,3712
679,6ebe01b255df199949f60a281a0fed3e,612661160,3774
680,6ebe01b255df199949f60a281a0fed3e,614223732,3797
681,6ebe01b255df199949f60a281a0fed3e,615765974,3829
682,6ebe01b255df199949f60a281a0fed3e,617348964,3813
683,6ebe01b255df199949f60a281a0fed3e,618911474,3813
684,6ebe01b255df199949f60a281a0fed3e,620474010,3664
685,6ebe01b255df199949f60a281a0fed3e,621975662,3838
686,6ebe01b255df199949f60a281a0fed3e,623578804,3789
687,6ebe01b255df199949f60a281a0fed3e,625141278,3841
688,6ebe01b255df199949f60a281a0fed3e,626724172,3806
689,6ebe01b255df199949f60a281a0fed3e,628266442,3816
690,6ebe01b255df199949f60a281a0fed3e,629869568,3729
691,6ebe01b255df199949f60a281a0fed3e,631411768,3869
692,6ebe01b255df199949f60a281a0fed3e,632994646,3721
693,6ebe01b255df199949f60a281a0fed3e,634516620,3912
694,6ebe01b255df199949f60a281a0fed3e,636119782,3852
695,6ebe01b255df199949f60a281a0fed3e,637702644,3881
696,6ebe01b255df199949f60a281a0fed3e,639305806,3960
697,6ebe01b255df199949f60a281a0fed3e,640929306,3927
698,6ebe01b255df199949f60a281a0fed3e,642532394,3828
699,6ebe01b255df199949f60a281a0fed3e,644115274,3953
700,6ebe01b255df199949f60a281a0fed3e,645738744,3932
701,6ebe01b255df199949f60a281a0fed3e,647341902,3832
702,6ebe01b255df199949f60a281a0fed3e,648924840,3860
703,6ebe01b255df199949f60a281a0fed3e,650507646,3989
704,6ebe01b255df199949f60a281a0fed3e,652131098,3824
705,6ebe01b255df199949f60a281a0fed3e,653713882,4085
706,6ebe01b255df199949f60a281a0fed3e,655377866,4045
707,6ebe01b255df199949f60a281a0fed3e,657041830,4051
708,6ebe01b255df199949f60a281a0fed3e,658705892,4069
709,6ebe01b255df199949f60a281a0fed3e,660369936,4069
710,6ebe01b255df199949f60a281a0fed3e,662054148,4115
711,6ebe01b255df199949f60a281a0fed3e,663734438,4294
712,6ebe01b255df199949f60a281a0fed3e,665499868,4245
713,6ebe01b255df199949f60a281a0fed3e,667224820,4212
714,6ebe01b255df199949f60a281a0fed3e,668970028,4251
715,6ebe01b255df199949f60a281a0fed3e,670715150,4259
716,6ebe01b255df199949f60a281a0fed3e,672460270,4220
717,6ebe01b255df199949f60a281a0fed3e,674185144,4072
718,6ebe01b255df199949f60a281a0fed3e,675849172,4138
719,6ebe01b255df199949f60a281a0fed3e,677553804,4294
720,6ebe01b255df199949f60a281a0fed3e,679319310,4273
721,6ebe01b255df199949f60a281a0fed3e,681064522,3955
722,6ebe01b255df199949f60a281a0fed3e,682708226,4250
723,6ebe01b255df199949f60a281a0fed3e,684433102,4186
724,6ebe01b255df199949f60a281a0fed3e,686157862,4425
725,6ebe01b255df199949f60a281a0fed3e,687984212,4326
726,6ebe01b255df199949f60a281a0fed3e,689749790,4399
727,6ebe01b255df199949f60a281a0fed3e,691555868,4360
728,6ebe01b255df199949f60a281a0fed3e,693341656,4109
729,6ebe01b255df199949f60a281a0fed3e,695026010,4438
730,6ebe01b255df199949f60a281a0fed3e,696852326,4390
731,6ebe01b255df199949f60a281a0fed3e,698658330,4341
732,6ebe01b255df199949f60a281a0fed3e,700444172,4217
733,6ebe01b255df199949f60a281a0fed3e,702169074,4115
734,6ebe01b255df199949f60a281a0fed3e,703853294,4183
735,6ebe01b255df199949f60a281a0fed3e,705578228,4149
736,6ebe01b255df199949f60a281a0fed3e,707282808,4439
737,6ebe01b255df199949f60a281a0fed3e,709088840,4180
738,6ebe01b255df199949f60a281a0fed3e,710813728,4287
739,6ebe01b255df199949f60a281a0fed3e,712579186,4329
740,6ebe01b255df199949f60a281a0fed3e,714344636,4201
741,6ebe01b255df199949f60a281a0fed3e,716069582,4468
742,6ebe01b255df199949f60a281a0fed3e,717916180,4250
743,6ebe01b255df199949f60a281a0fed3e,719661378,4508
744,6ebe01b255df199949f60a281a0fed3e,721508032,4421
745,6ebe01b255df199949f60a281a0fed3e,723314088,4438
746,6ebe01b255df199949f60a281a0fed3e,725160722,4425
747,6ebe01b255df199949f60a281a0fed3e,726987038,4399
748,6ebe01b255df199949f60a281a0fed3e,728793046,4459
749,6ebe01b255df199949f60a281a0fed3e,730619430,4178
750,6ebe01b255df199949f60a281a0fed3e,732344270,4526
751,6ebe01b255df199949f60a281a0fed3e,734190842,4518
752,6ebe01b255df199949f60a281a0fed3e,736057670,4549
753,6ebe01b255df199949f60a281a0fed3e,737924616,4514
754,6ebe01b255df199949f60a281a0fed3e,739767272,4272
755,6ebe01b255df199949f60a281a0fed3e,741532790,4633
756,6ebe01b255df199949f60a281a0fed3e,743460572,4204
757,6ebe01b255df199949f60a281a0fed3e,745185522,4690
758,6ebe01b255df199949f60a281a0fed3e,747113348,4759
759,6ebe01b255df199949f60a281a0fed3e,749081692,4788
760,6ebe01b255df199949f60a281a0fed3e,751029802,4695
761,6ebe01b255df199949f60a281a0fed3e,752957704,4314
762,6ebe01b255df199949f60a281a0fed3e,754743398,4586
763,6ebe01b255df199949f60a281a0fed3e,756630576,4824
764,6ebe01b255df199949f60a281a0fed3e,758619362,4590
765,6ebe01b255df199949f60a281a0fed3e,760506644,4594
766,6ebe01b255df199949f60a281a0fed3e,762393800,4676
767,6ebe01b255df199949f60a281a0fed3e,764301378,4719
768,6ebe01b255df199949f60a281a0fed3e,766249578,4612
769,6ebe01b255df199949f60a281a0fed3e,768136852,4615
770,6ebe01b255df199949f60a281a0fed3e,770024188,4572
771,6ebe01b255df199949f60a281a0fed3e,771911452,4853
772,6ebe01b255df199949f60a281a0fed3e,773940644,4856
773,6ebe01b255df199949f60a281a0fed3e,775929270,4855
774,6ebe01b255df199949f60a281a0fed3e,777917998,4710
775,6ebe01b255df199949f60a281a0fed3e,779866124,4605
776,6ebe01b255df199949f60a281a0fed3e,781753352,4744
777,6ebe01b255df199949f60a281a0fed3e,783701488,4835
778,6ebe01b255df199949f60a281a0fed3e,785690254,4599
779,6ebe01b255df199949f60a281a0fed3e,787577538,5053
780,6ebe01b255df199949f60a281a0fed3e,789647392,4814
781,6ebe01b255df199949f60a281a0fed3e,791636078,4607
782,6ebe01b255df199949f60a281a0fed3e,793523336,4762
783,6ebe01b255df199949f60a281a0fed3e,795471510,5038
784,6ebe01b255df199949f60a281a0fed3e,797541390,4831
785,6ebe01b255df199949f60a281a0fed3e,799530180,4582
786,6ebe01b255df199949f60a281a0fed3e,801397094,4878
787,6ebe01b255df199949f60a281a0fed3e,803406134,4766
788,6ebe01b255df199949f60a281a0fed3e,805354238,4957
789,6ebe01b255df199949f60a281a0fed3e,807424088,4929
790,6ebe01b255df199949f60a281a0fed3e,809433092,4995
791,6ebe01b255df199949f60a281a0fed3e,811482698,4923
792,6ebe01b255df199949f60a281a0fed3e,813512012,4878
793,6ebe01b255df199949f60a281a0fed3e,815520990,5139
794,6ebe01b255df199949f60a281a0fed3e,817671998,5142
795,6ebe01b255df199949f60a281a0fed3e,819782456,4708
796,6ebe01b255df199949f60a281a0fed3e,821710168,4690
797,6ebe01b255df199949f60a281a0fed3e,823637986,4996
798,6ebe01b255df199949f60a281a0fed3e,825687556,5011
799,6ebe01b255df199949f60a281a0fed3e,827757384,5139
800,6ebe01b255df199949f60a281a0fed3e,829867818,5219
801,6ebe01b255df199949f60a281a0fed3e,831998616,5028
802,6ebe01b255df199949f60a281a0fed3e,834068380,5191
803,6ebe01b255df199949f60a281a0fed3e,836199150,5180
804,6ebe01b255df199949f60a281a0fed3e,838329842,5145
805,6ebe01b255df199949f60a281a0fed3e,840440316,5013
806,6ebe01b255df199949f60a281a0fed3e,842489830,4870
807,6ebe01b255df199949f60a281a0fed3e,844498804,5234
808,6ebe01b255df199949f60a281a0fed3e,846629500,5087
809,6ebe01b255df199949f60a281a0fed3e,848719650,5237
810,6ebe01b255df199949f60a281a0fed3e,850870698,4840
811,6ebe01b255df199949f60a281a0fed3e,852859394,5158
812,6ebe01b255df199949f60a281a0fed3e,855030662,5341
813,6ebe01b255df199949f60a281a0fed3e,857222360,5496
814,6ebe01b255df199949f60a281a0fed3e,859474908,5438
815,6ebe01b255df199949f60a281a0fed3e,861707194,5426
816,6ebe01b255df199949f60a281a0fed3e,863939362,5145
817,6ebe01b255df199949f60a281a0fed3e,866049868,5206
818,6ebe01b255df199949f60a281a0fed3e,868200902,5266
819,6ebe01b255df199949f60a281a0fed3e,870351892,5407
820,6ebe01b255df199949f60a281a0fed3e,872563760,5119
821,6ebe01b255df199949f60a281a0fed3e,874674184,5290
822,6ebe01b255df199949f60a281a0fed3e,876845522,5485
823,6ebe01b255df199949f60a281a0fed3e,879093944,5184
824,6ebe01b255df199949f60a281a0fed3e,881224702,5412
825,6ebe01b255df199949f60a281a0fed3e,883436652,5421
826,6ebe01b255df199949f60a281a0fed3e,885668798,5164
827,6ebe01b255df199949f60a281a0fed3e,887799570,5320
828,6ebe01b255df199949f60a281a0fed3e,889970944,5465
829,6ebe01b255df199949f60a281a0fed3e,892223368,5376
830,6ebe01b255df199949f60a281a0fed3e,894415058,5154
831,6ebe01b255df199949f60a281a0fed3e,896545820,5611
832,6ebe01b255df199949f60a281a0fed3e,898838962,5684
833,6ebe01b255df199949f60a281a0fed3e,901172692,5247
834,6ebe01b255df199949f60a281a0fed3e,903344062,5719
835,6ebe01b255df199949f60a281a0fed3e,905677676,5526
836,6ebe01b255df199949f60a281a0fed3e,907950486,5324
837,6ebe01b255df199949f60a281a0fed3e,910142048,5648
838,6ebe01b255df199949f60a281a0fed3e,912455456,5751
839,6ebe01b255df199949f60a281a0fed3e,914809462,5576
840,6ebe01b255df199949f60a281a0fed3e,917102562,5764
841,6ebe01b255df199949f60a281a0fed3e,919456614,5527
842,6ebe01b255df199949f60a281a0fed3e,921729394,5594
843,6ebe01b255df199949f60a281a0fed3e,924022478,5963
844,6ebe01b255df199949f60a281a0fed3e,926477880,5834
845,6ebe01b255df199949f60a281a0fed3e,928872446,5373
846,6ebe01b255df199949f60a281a0fed3e,931084304,5739
847,6ebe01b255df199949f60a281a0fed3e,933438226,5378
848,6ebe01b255df199949f60a281a0fed3e,935629766,5929
849,6ebe01b255df199949f60a281a0fed3e,938064966,5796
850,6ebe01b255df199949f60a281a0fed3e,940439250,5628
851,6ebe01b255df199949f60a281a0fed3e,942752602,5845
852,6ebe01b255df199949f60a281a0fed3e,945167444,6082
853,6ebe01b255df199949f60a281a0fed3e,947643150,5721
854,6ebe01b255df199949f60a281a0fed3e,949997196,5603
855,6ebe01b255df199949f60a281a0fed3e,952290144,6074
856,6ebe01b255df199949f60a281a0fed3e,954786120,5596
857,6ebe01b255df199949f60a281a0fed3e,957099554,5932
858,6ebe01b255df199949f60a281a0fed3e,959514386,5963
859,6ebe01b255df199949f60a281a0fed3e,961969814,5607
860,6ebe01b255df199949f60a281a0fed3e,964262940,5741
861,6ebe01b255df199949f60a281a0fed3e,966637192,5915
862,6ebe01b255df199949f60a281a0fed3e,969052090,5887
863,6ebe01b255df199949f60a281a0fed3e,971466966,6070
864,6ebe01b255df199949f60a281a0fed3e,973963070,5903
865,6ebe01b255df199949f60a281a0fed3e,976377890,5600
866,6ebe01b255df199949f60a281a0fed3e,978691274,5886
867,6ebe01b255df199949f60a281a0fed3e,981106048,6313
868,6ebe01b255df199949f60a281a0fed3e,983683230,6114
869,6ebe01b255df199949f60a281a0fed3e,986199608,6157
870,6ebe01b255df199949f60a281a0fed3e,988736220,6057
871,6ebe01b255df199949f60a281a0fed3e,991211916,5864
872,6ebe01b255df199949f60a281a0fed3e,993626710,6266
873,6ebe01b255df199949f60a281a0fed3e,996203894,6494
874,6ebe01b255df199949f60a281a0fed3e,998858182,6656
875,6ebe01b255df199949f60a281a0fed3e,1001577390,6141
876,6ebe01b255df199949f60a281a0fed3e,1004093704,6548
877,6ebe01b255df199949f60a281a0fed3e,1006792670,6592
878,6ebe01b255df199949f60a281a0fed3e,1009491686,6572
879,6ebe01b255df199949f60a281a0fed3e,1012190678,6414
880,6ebe01b255df199949f60a281a0fed3e,1014828718,5948
881,6ebe01b255df199949f60a281a0fed3e,1017263866,6514
882,6ebe01b255df199949f60a281a0fed3e,1019942580,6503
883,6ebe01b255df199949f60a281a0fed3e,1022601036,6182
884,6ebe01b255df199949f60a281a0fed3e,1025137516,6423
885,6ebe01b255df199949f60a281a0fed3e,1027775586,6012
886,6ebe01b255df199949f60a281a0fed3e,1030251346,6453
887,6ebe01b255df199949f60a281a0fed3e,1032889418,6754
888,6ebe01b255df199949f60a281a0fed3e,1035669542,6755
889,6ebe01b255df199949f60a281a0fed3e,1038429372,6757
890,6ebe01b255df199949f60a281a0fed3e,1041209460,6106
891,6ebe01b255df199949f60a281a0fed3e,1043746148,6280
892,6ebe01b255df199949f60a281a0fed3e,1046323388,6544
893,6ebe01b255df199949f60a281a0fed3e,1049002038,6362
894,6ebe01b255df199949f60a281a0fed3e,1051619820,6649
895,6ebe01b255df199949f60a281a0fed3e,1054339052,6194
896,6ebe01b255df199949f60a281a0fed3e,1056875690,6451
897,6ebe01b255df199949f60a281a0fed3e,1059534228,6703
898,6ebe01b255df199949f60a281a0fed3e,1062293992,6655
899,6ebe01b255df199949f60a281a0fed3e,1065013180,6692
900,6ebe01b255df199949f60a281a0fed3e,1067772944,6262
901,6ebe01b255df199949f60a281a0fed3e,1070329804,6511
902,6ebe01b255df199949f60a281a0fed3e,1073008490,6828
903,6ebe01b255df199949f60a281a0fed3e,1075808920,6359
904,6ebe01b255df199949f60a281a0fed3e,1078426712,7022
905,6ebe01b255df199949f60a281a0fed3e,1081308352,6358
906,6ebe01b255df199949f60a281a0fed3e,1083905776,6834
907,6ebe01b255df199949f60a281a0fed3e,1086706176,6878
908,6ebe01b255df199949f60a281a0fed3e,1089522734,6879
909,6ebe01b255df199949f60a281a0fed3e,1092363696,7022
910,6ebe01b255df199949f60a281a0fed3e,1095245274,6441
911,6ebe01b255df199949f60a281a0fed3e,1097883310,6918
912,6ebe01b255df199949f60a281a0fed3e,1100724402,6622
913,6ebe01b255df199949f60a281a0fed3e,1103443512,7158
914,6ebe01b255df199949f60a281a0fed3e,1106365614,6938
915,6ebe01b255df199949f60a281a0fed3e,1109226858,6486
916,6ebe01b255df199949f60a281a0fed3e,1111885108,6901
917,6ebe01b255df199949f60a281a0fed3e,1114746338,6923
918,6ebe01b255df199949f60a281a0fed3e,1117587328,7132
919,6ebe01b255df199949f60a281a0fed3e,1120509538,6959
920,6ebe01b255df199949f60a281a0fed3e,1123370766,7104
921,6ebe01b255df199949f60a281a0fed3e,1126268560,6954
922,6ebe01b255df199949f60a281a0fed3e,1129129852,7197
923,6ebe01b255df199949f60a281a0fed3e,1132072200,6866
924,6ebe01b255df199949f60a281a0fed3e,1134892826,6988
925,6ebe01b255df199949f60a281a0fed3e,1137774374,7031
926,6ebe01b255df199949f60a281a0fed3e,1140656000,7233
927,6ebe01b255df199949f60a281a0fed3e,1143618696,6899
928,6ebe01b255df199949f60a281a0fed3e,1146459732,7240
929,6ebe01b255df199949f60a281a0fed3e,1149422502,6847
930,6ebe01b255df199949f60a281a0fed3e,1152243140,7252
931,6ebe01b255df199949f60a281a0fed3e,1155226234,6942
932,6ebe01b255df199949f60a281a0fed3e,1158067224,7000
933,6ebe01b255df199949f60a281a0fed3e,1160948782,7278
934,6ebe01b255df199949f60a281a0fed3e,1163952138,7566
935,6ebe01b255df199949f60a281a0fed3e,1167057018,7268
936,6ebe01b255df199949f60a281a0fed3e,1170040118,7257
937,6ebe01b255df199949f60a281a0fed3e,1173002850,7203
938,6ebe01b255df199949f60a281a0fed3e,1175965580,7468
939,6ebe01b255df199949f60a281a0fed3e,1179029736,7296
940,6ebe01b255df199949f60a281a0fed3e,1182033160,6957
941,6ebe01b255df199949f60a281a0fed3e,1184894474,7434
942,6ebe01b255df199949f60a281a0fed3e,1187958732,7642
943,6ebe01b255df199949f60a281a0fed3e,1191104186,7312
944,6ebe01b255df199949f60a281a0fed3e,1194087240,7235
945,6ebe01b255df199949f60a281a0fed3e,1197070338,7172
